id,value
rest api, 11
rest call, 8
application json, 7
post request, 7
spring mvc, 6
jax rs, 6
json data, 5
json java, 5
media type, 5
jersey json, 5
json rest, 5
jersey rest, 4
how i, 4
http post, 4
web service, 4
json response, 4
rest client, 4
json jersey, 4
rest service, 4
rest assured, 3
rest response, 3
request rest, 3
type application, 3
message body, 3
list lt, 3
rest jersey, 3
json gson, 3
java jersey, 3
util list, 2
query parameters, 2
rest error, 2
java type, 2
mvc amp, 2
jersey application, 2
lt gt, 2
json parameters, 2
gt json, 2
request jersey, 2
i return, 2
application xml, 2
json restful, 2
jersey jackson, 2
nested json, 2
mime media, 2
java rest, 2
body reader, 2
neo rest, 2
a message, 2
map json, 2
how post, 2
api java, 2
mediatype application, 2
return list, 2
http request, 2
json object, 2
custom json, 2
get request, 2
rest web, 2
response java, 2
bad request, 2
gt mime, 2
lt string, 2
reader java, 2
parsing json, 2
post json, 2
json request, 2
json array, 2
