id,value
android, 1323
eclipse, 756
how, 314
project, 276
quot, 224
i, 163
activity, 139
error, 133
application, 131
java, 128
google, 124
file, 121
adt, 105
library, 99
unable, 93
working, 88
app, 84
image, 79
errors, 77
create, 72
sdk, 70
button, 69
resolved, 68
build, 67
view, 63
lang, 62
exception, 61
jar, 60
libgdx, 60
import, 58
files, 57
running, 54
text, 53
listview, 53
add, 51
r, 49
emulator, 49
start, 48
api, 46
device, 46
layout, 45
failed, 45
crashes, 45
the, 44
textview, 44
screen, 44
can, 44
stopped, 43
type, 43
data, 42
studio, 41
why, 41
change, 41
package, 40
noclassdeffounderror, 39
issue, 38
development, 37
nullpointerexception, 36
set, 36
fragment, 36
time, 35
adding, 35
using, 35
importing, 34
play, 34
maps, 33
apk, 33
appcompat, 32
cannot, 32
crash, 31
update, 31
no, 31
projects, 30
source, 29
intent, 29
admob, 28
service, 27
test, 27
showing, 27
version, 27
support, 27
xml, 26
custom, 25
crashing, 25
doesn, 25
gt, 25
my, 25
missing, 25
load, 24
field, 24
maven, 24
variable, 24
multiple, 23
edittext, 23
unfortunately, 23
debug, 23
map, 23
menu, 23
what, 23
display, 23
user, 23
won, 23
manager, 23
click, 22
runtimeexception, 22
gradle, 22
item, 22
ads, 21
phone, 21
list, 20
save, 20
created, 20
path, 20
problems, 20
plugin, 20
bar, 20
content, 20
values, 19
imageview, 19
facebook, 19
engine, 19
message, 19
fatal, 18
changing, 18
buttons, 18
services, 18
memory, 18
program, 18
jdk, 18
web, 18
launch, 18
componentinfo, 18
creating, 17
windows, 17
dependencies, 17
dex, 17
trying, 17
onclicklistener, 17
server, 17
setting, 17
generating, 17
when, 17
game, 17
camera, 17
+, 16
install, 16
function, 16
runtime, 16
proguard, 16
action, 16
url, 16
issues, 16
widget, 16
database, 16
code, 16
location, 16
resource, 16
mac, 15
installed, 15
building, 15
logcat, 15
mainactivity, 15
string, 15
avd, 15
programming, 15
class, 15
level, 15
starting, 15
access, 15
external, 14
remove, 14
instantiate, 14
webview, 14
reference, 14
close, 14
classnotfoundexception, 14
amp, 14
apps, 14
images, 14
sample, 14
getting, 14
is, 14
gms, 13
connect, 13
export, 13
lib, 13
libraries, 13
theme, 13
existing, 13
could, 13
background, 13
ide, 13
ubuntu, 13
generated, 13
new, 13
drawer, 13
spinner, 13
not, 13
wrong, 13
simple, 13
search, 13
client, 13
trouble, 13
imported, 13
edit, 13
workspace, 13
check, 12
tutorial, 12
splash, 12
actionbar, 12
juno, 12
convert, 12
loading, 12
main, 12
updating, 12
saving, 12
os, 12
connection, 12
get, 12
size, 11
resolve, 11
making, 11
opening, 11
compile, 11
launching, 11
virtual, 11
pointer, 11
execute, 11
shared, 11
installation, 11
exit, 11
opencv, 11
ad, 11
parse, 11
table, 11
box, 11
src, 11
store, 11
disable, 10
playing, 10
junit, 10
blank, 10
navigation, 10
selected, 10
open, 10
inside, 10
displaying, 10
adapter, 10
onclick, 10
target, 10
luna, 10
developer, 10
sending, 10
dialog, 10
generate, 10
method, 10
tab, 10
checkbox, 9
a, 9
v, 9
returned, 9
empty, 9
gps, 9
native, 9
items, 9
methods, 9
format, 9
process, 9
intellij, 9
correctly, 9
position, 9
adview, 9
internal, 9
first, 9
calling, 9
called, 9
login, 9
local, 9
ant, 9
specific, 9
code=, 9
sqlite, 9
marker, 9
didn, 9
startup, 9
in, 9
bundle, 9
auto, 9
current, 9
fragments, 9
org, 9
reading, 9
force, 9
assets, 9
devices, 8
write, 8
activities, 8
log, 8
undefined, 8
request, 8
freezes, 8
return, 8
thread, 8
dalvik, 8
calculator, 8
space, 8
music, 8
isn, 8
testing, 8
mode, 8
swipe, 8
manifest, 8
compiling, 8
default, 8
where, 8
call, 8
name, 8
color, 8
debugging, 8
window, 8
canvas, 8
card, 8
causing, 8
jre, 8
deleted, 8
views, 8
conversion, 8
setup, 8
programmatically, 8
retrieve, 8
connected, 8
git, 8
after, 7
top, 7
state, 7
gallery, 7
dynamically, 7
clicking, 7
clicked, 7
count, 7
invalid, 7
arraylist, 7
null, 7
popup, 7
event, 7
include, 7
properly, 7
moving, 7
sprite, 7
res, 7
lines, 7
fails, 7
real, 7
referencing, 7
automatically, 7
run, 7
npe, 7
imagebutton, 7
grid, 7
jvm, 7
implementing, 7
draw, 7
download, 7
backend, 7
started, 7
to, 7
ui, 7
gcm, 7
tools, 7
oncreate, 7
sound, 7
link, 7
alarm, 7
appengine, 6
x, 6
verifyerror, 6
order, 6
timer, 6
glass, 6
setonclicklistener, 6
video, 6
required, 6
mediaplayer, 6
requires, 6
imports, 6
dont, 6
launcher, 6
clean, 6
pass, 6
endpoints, 6
listener, 6
info, 6
final, 6
resize, 6
nullpointer, 6
doesnt, 6
radio, 6
socket, 6
receiver, 6
long, 6
loop, 6
detect, 6
base, 6
viewpager, 6
throwing, 6
writing, 6
googlemap, 6
runs, 6
command, 6
bluetooth, 6
cocos, 6
post, 6
referenced, 6
system, 6
settings, 6
unexpectedly, 6
define, 6
intents, 6
wallpaper, 6
ddms, 6
cordova, 6
cast, 6
stuck, 6
matches, 6
cloud, 6
notification, 6
instantiated, 6
parent, 6
cursor, 6
retrieving, 6
random, 6
inflating, 6
complete, 6
lt, 6
throws, 6
installing, 6
switch, 6
heap, 6
stops, 6
failure, 6
