id,value
socket, 364
server, 216
java, 207
android, 197
client, 147
connection, 79
sockets, 62
data, 58
tcp, 57
sending, 45
file, 38
thread, 37
connect, 35
threads, 29
communication, 29
program, 27
multiple, 25
udp, 25
bluetooth, 25
message, 22
serversocket, 21
application, 21
byte, 20
quot, 20
exception, 19
write, 17
receiving, 17
chat, 16
close, 15
